NCT00873678, Lissencephaly, Hemimegalencephaly, Lissencephalies, Classical, Acrocallosal Syndrome, Agyria, Aicardi Syndrome, Coloboma, Conotruncal Anomaly Face Syndrome, Cobblestone Lissencephaly, Wolf-Hirschhorn Syndrome,,,,,
NCT00875212, Cariostatic Effect, Fluorides, Tooth Demineralization, Dental Plaque Index, Dental Caries, Crest Regular Dentifrice, Fluoride Varnishes, Fluorides, Topical, Pit and Fissure Sealants, Caridex,,,,,
NCT00875888, Venovenous Hemofiltration, Organ Failure Scores, Dialysis, Extracorporeal, Extracorporeal Membrane Oxygenation, Hemofiltration, Continuous Arteriovenous, Point-of-Care Systems, Blood Physiological Phenomena, Kidney Function Tests, Cardiovascular Surgical Procedures, Catheterization, Central Venous,,,
NCT00878202, Clinical Research Protocol, Pragmatic Clinical Trial, Medical Records, Patient Readmission, Outcome Measures, Point-of-Care Systems, Clinical Trials, Phase IV as Topic, Multimorbidity, Clinic Activities, Long-Term Care,,,,,
NCT00878813, Neurologic Findings, Clinical Research Protocol, Point-of-Care Systems, Drug Evaluation, Cerebral Arterial Diseases, Outcome Studies, Clinical Trials, Phase IV as Topic, Biochemical Phenomena, Models, Biological, Protocols, Nursing,,,
NCT00882635, Fibrinolytic Agents, Thrombolytic Therapy, Revasc, Acenocoumarol, Myocardial Infarction, Nadroparin, Non-ST Elevated Myocardial Infarction, Enoxaparin, Percutaneous Coronary Intervention, Platelet Aggregation Inhibitors,,,,,,
NCT00887367, Chronopharmacokinetics, Hematologic Agents, Drug Evaluation, Polysomnography, Drug Administration Schedule, Dexatrim, Blood Pressure Determination, Euphylong, Drug Withdrawal Symptoms, Food Interactions,,,,,,
NCT00892957, Hemostatics, Amicar, WAS 406, Liver Function Tests, Hemorrhage, Blood Loss, Surgical, Blood Transfusion, Autologous, Hematologic Agents, Hemostatic Techniques, Revasc,,,,
NCT00894283, Acenocoumarol, Sintrom, Nadroparin, Lovenox, Venous Thromboembolism, Marcoumar, Pulmonary Embolism, Revasc, tinzaparin sodium, Clivarin,,,,,,
NCT00896194, Weight Reduction Programs, Drug Therapy, Nutrition Assessment, Clinical Research Protocol, Body Weight Changes, Nonrespondents, Drug Evaluation, Self Care, Patient Participation, Counseling,,,,,,
NCT00899275, Clinical Conference, Safety-net Clinics, Vascular Nursing, Clinic Activities, Clinical Research Protocol, Health Services, University, Practice Patterns, Physicians', Community Health Systems, Dental Care for Children, Cohort Studies,,,,
NCT00900549, Cardiac Resynchronization Therapy Devices, Dobutamine, Defibrillators, Implantable, Congestive Heart Failure, Heart Failure, Heart Rate, Cardiovascular Surgical Procedures, Heart Diseases, Cardiac Catheterization, Kinetocardiography,,,,,
NCT00901836, Clinical Research Protocol, Clinical Trials, Phase I as Topic, Models, Biological, Multicenter Study, Manipulation Therapy, Drug Evaluation, Liver Function Tests, Clinical Trials, Phase IV as Topic, Carcinoma in Situ, Dose-Response Relationship, Radiation,,
NCT00902486, Clinical Trials, Phase IV as Topic, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, Systemic Enzyme Therapy, Movalis, Tauredon, Clinical Trials, Phase I as Topic, Treatment Protocols, Clinical Research Protocol, Multicenter Study,,,,
NCT00907322, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, Clinical Trials, Phase IV as Topic, Drug Approval Process, Drug Administration Schedule, Hematologic Agents, Chronopharmacokinetics, drisapersen, Emsam, Trileptal,,,,,
NCT00908050, Tension-Type Headache, Urinary Incontinence, Essential Tremor, Myofeedback, Dental Care, Temporomandibular Joint Dysfunction Syndrome, Muscle Spasticity, Myalgia, Physical Therapy Modalities, Manipulation, Chiropractic,,,,,
NCT00908375, Movalis, Dysmenorrhea, Pain Management, Physical Therapy Modalities, Acute Pain, Pain Threshold, Postoperative Nausea, Manipulation, Chiropractic, Drug Therapy, Analgesics,,,,,
NCT00909337, Tracleer, Idiopathic Pulmonary Arterial Hypertension, Dobutamine, Flolan, Exercise Therapy, Molsidomine, Minipress, Nitroglycerin, Hypertension, Pulmonary, Hypotension,,,,,
NCT00911170, Clinical Trials, Phase I as Topic, Drug-Related Side Effects and Adverse Reactions, Risk Factors, Treatment Effectiveness, Survival Analysis, Prophylactic Mastectomy, Multicenter Study, Actuarial Analysis, Clinical Trials, Randomized, Standard of Care,,,,
NCT00911612, Chronopharmacokinetics, Hematologic Agents, Drug Evaluation, ROSE-010, Gastrointestinal Contents, Intestinal Absorption, larazotide acetate, Laxatives, Weight Loss, Hydroxyethylrutoside,,,,,,
NCT00911924, Clinical Research Protocol, Secondary Care Centers, Phacoemulsification, Vitreoretinal Surgery, Cardiovascular Surgical Procedures, Pulmonary Medicine, Refractive Errors, Neurosurgery, Medical Records, Glaucoma, Suspect,,,,,
NCT00914589, Revasc, Nadroparin, Hematologic Agents, Thrombophilia, Blood Transfusion, Autologous, Congestive Heart Failure, Heart Failure, WAS 406, Hemorrhage, Hematologic Tests,,,,,
NCT00920673, Clinical Research Protocol, Therapeutics, Medical Records, Dental Care, Catheterization, Outcome Studies, Neurosurgery, Neurosurgical Procedures, Procedures, Neurologic Findings,,,,,,
NCT00921258, Clinical Research Protocol, Multicenter Study, Overdiagnosis, Asymptomatic Diseases, Carcinoma in Situ, Clinical Trials, Phase IV as Topic, Medical Records, Disability Evaluation, Drug Evaluation, Cohort Studies,,,,,
NCT00922480, Hypoglycemic Agents, Drug Evaluation, Diet Therapy, Blood Pressure Determination, Nonrespondents, Drug-Related Side Effects and Adverse Reactions, Doxazosin, Antihypertensive Agents, Minipress, Clinical Trials, Phase IV as Topic,,,,,
NCT00923221, Clinical Trials, Phase IV as Topic, Consensus Development Conference, NIH, Drug Evaluation, Clinical Research Protocol, Models, Biological, Multicenter Study, Protropin, Cancer Screening, Clinical Trials, Phase I as Topic, Asymptomatic Diseases,,
NCT00924183, Diagnosis, Psychiatric, Depressive Symptoms, Behavior Rating Scale, Depression, Bipolar, Clinical Investigators, H-RSD, Depressive Disorder, Major, Depression, Interview, Psychological, Behavior Therapy,,
NCT00924495, Disability Evaluation, Physical Therapy Modalities, Myofeedback, Outcome Studies, Neurologic Findings, Clinical Research Protocol, Rehabilitation, Medical Records, Manipulation, Chiropractic, Outcome Assessment (Health Care),,,,,
NCT00926029, Dentin Sensitivity, Gingivitis, Tooth Discoloration, Dental Caries, Fluorides, Topical, Fluoride Varnishes, Periodontal Debridement, Dental Scaling, Fluorides, Dental Prophylaxis,,,,,
NCT00926653, Prodromal States, Drug Therapy, Depression, Bipolar, Diagnosis, Psychiatric, Cognition Disorders, Depressive Disorder, Major, Schizoaffective Disorder, Schizophreniform Disorders, Derealization, Dysthymic Disorder,,,
NCT00928642, Clinical Trials, Phase I as Topic, Altretamine, Multicenter Study, Prophylactic Mastectomy, Therapies, Investigational, Clinical Trials, Randomized, Carcinoma in Situ, ECF regimen, CAP regimen 1, CAP regimen 2,,,
NCT00930488, Centers for Disease Control and Prevention (U.S.), Clinical Trials, Phase IV as Topic, Drug Labeling, Drug Utilization Review, Databases, Pharmaceutical, Drug Evaluation, Medication Systems, Drug Compounding, Drug Hypersensitivity, Treatment Effectiveness,,,,
NCT00880386, Minipress, Vytorin, Tracleer, Amlodipine, Valsartan Drug Combination, Clinical Trials, Phase I as Topic, Lotensin, Diovan, Capoten, Doxazosin, Flolan,,,,
NCT00883857, Point-of-Care Systems, Clinical Research Protocol, Medical Records, Medication Systems, Heart-Assist Devices, Bedside Testing, Protocols, Nursing, Extracorporeal Membrane Oxygenation, Monitoring, Physiologic, Outcome Measures,,,,
NCT00885365, Respiratory Therapy, Hematologic Agents, Vital Capacity, Spirometry, Risk Factors, Drug Evaluation, WAS 406, Treatment Effectiveness, Urinalysis, Nonrespondents,,,,,,
NCT00885859, Pain Management, Electric Stimulation Therapy, Myofeedback, Medical Records, Pain Perception, Clinical Research Protocol, Physical Therapy Modalities, Cryoanesthesia, Pain Threshold, Manipulation Therapy,,,,,,
NCT00890734, Drug Evaluation, Clinical Trials, Phase IV as Topic, Clinical Research Protocol, Multimorbidity, Xolair, Respiratory Therapy, Drug-Related Side Effects and Adverse Reactions, Cost-Effectiveness Analysis, Drug Utilization Review, Benefit-Risk Assessment,,,,,
NCT00891683, Drug Evaluation, Treatment Effectiveness, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Analgesics, Gastrointestinal Agents, Drug Therapy, Clinical Research Protocol, Movalis, Systemic Enzyme Therapy,,,,,,
NCT00892450, Drug-Related Side Effects and Adverse Reactions, Compazine, Provigil, Dothiepin, Levalbuterol, Gastrointestinal Agents, Lotronex, Pregabalin, Antihistamines, Classical, Cymbalta,,,,,
NCT00894166, Nicotine Lozenge, Tobacco Use Cessation, Nicotine Patch, Zyban (Anti-Smoking), Drug Evaluation, Nicotine Polacrilex, Chantix, Drug Therapy, Nicotine Replacement Products, Nicotine Nasal Spray,,,,,,
NCT00896181, Radiation Sickness, Clinical Trials, Phase I as Topic, Concurrent Chemoradiotherapy, Temodal, ombrabulin, Treatment Protocols, Radiation Syndrome, Fluorouracil, CAP regimen 2, CAP regimen 1,,,,,
NCT00898716, Clinical Trials, Phase IV as Topic, evofosfamide, Drug Approval Process, Drug Evaluation, drisapersen, Drug Administration Schedule, Levoleucovorin, Sovaldi, tecemotide, Omnitrope,,,,,
NCT00901147, Drug-Related Side Effects and Adverse Reactions, Clinical Trials, Phase I as Topic, Standard of Care, Therapies, Investigational, Treatment Failure, Cardiotoxicity, Drug Evaluation, Congestive Heart Failure, Heart Failure, Revlimid,,,,
NCT00903110, Omnitrope, Protropin, Clinical Trials, Phase IV as Topic, Drug Evaluation, Drug Approval Process, Nutropin, drisapersen, Hypoglycemic Agents, Treatment Effectiveness, Clinical Research Protocol,,,,,
NCT00904488, Shock, Cardiogenic, Hyperkalemia, Digoxin, Congestive Heart Failure, Heart Failure, Heart Failure, Right-Sided, Cardiovascular Surgical Procedures, Respiratory Therapy, Heart Failure, Left-Sided, Heart Diseases,,,
NCT00905671, Myocardial Revascularization, Atherectomy, Cardiovascular Surgical Procedures, Coronary Artery Bypass, Carotid Stenosis, Cerebral Arterial Diseases, Coronary Restenosis, Rotational Atherectomy, Angioplasty, Percutaneous Coronary Intervention,,,,,,
NCT00908401, Infant Welfare, Clinical Trials, Phase IV as Topic, Breast Milk Expression, Infant Care, Breast Feeding, Clinical Research Protocol, Nutrition Therapy, Nutrition Assessment, Protocols, Nursing, Drug Evaluation,,,,
NCT00911040, Drug Approval Process, Drug Approval, Investigational New Drug Application, Product Approval, New Drug Approval, Device Approval, United States Food and Drug Administration, Omnitrope, Clinical Research Protocol, Trial Protocols,,,,,,
NCT00914030, Clinical Research Protocol, Disability Evaluation, Behavior Observation Techniques, Medical Records, Clinical Trials, Phase IV as Topic, Neurologic Findings, Pragmatic Clinical Trial, Aptitude Tests, Research Subjects, Diagnosis, Psychiatric,,,,
NCT00914914, Clinical Trials, Phase I as Topic, Systemic Enzyme Therapy, Liver Function Tests, Neumega, Therapeutics, Therapies, Investigational, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, Standard of Care, evofosfamide,,,,
NCT00915265, Analgesia, Epidural, Postoperative Nausea, Interpleural Analgesia, Analgesia, Obstetrical, Anesthesia, Epidural, Anesthesia and Analgesia, Anesthesia, Spinal, Analgesia, Patient-Controlled, Pain Management, Anesthesia, General
NCT00916682, Clinical Research Protocol, Clinic Activities, Drug Evaluation, Medical Records, Point-of-Care Systems, Clinical Trials, Phase IV as Topic, Vascular Nursing, Medical Laboratory Personnel, Protocols, Nursing, Personal Medical Records,,,,
NCT00918320, Temodal, Malignant Primary Brain Tumors, Brain Tumor, Recurrent, Drug Therapy, Combination, Clinical Trials, Phase I as Topic, Radiation Sickness, Alkeran, Dacarbazine, Small Cell Lung Carcinoma, Etoposide,,,
NCT00918957, Hematologic Agents, Respiratory Therapy, Dexatrim, Urinalysis, Drug Evaluation, Chronopharmacokinetics, Cleviprex, WAS 406, Primaxin, Treatment Effectiveness,,,,,,
NCT00919750, Clinical Research Protocol, Vascular Nursing, Clinical Conference, Safety-net Clinics, Clinic Activities, Dental Care for Children, Practice Patterns, Physicians', Protocols, Nursing, Medical Care Team, Patient Transition,,,,
NCT00920309, Drug Evaluation, Drug-Related Side Effects and Adverse Reactions, Drug Approval Process, Clinical Trials, Phase IV as Topic, Asymptomatic Diseases, drisapersen, Drug Therapy, Clinical Trials, Randomized, Benefit-Risk Assessment, Drug Administration Schedule,,,,
NCT00921999, Herpes Zoster Vaccine, Hepatitis A Vaccines, HIV Seropositivity, Zostavax, Measles, Influenza Vaccines, Centers for Disease Control and Prevention (U.S.), Asymptomatic Diseases, Revaccination, Human Papillomavirus Vaccines,,,,,,
NCT00924534, Hypoglycemic Agents, Clinical Trials, Phase IV as Topic, Drug Evaluation, Diabetes Mellitus, Type 2, Hematologic Agents, Weight Loss, fasiglifam, Insulin Shock, Lopid, Diet Therapy,,,,
NCT00928213, Pregnancy Outcome, Uterine Monitoring, Pregnancy Trimester, First, Pregnancy Trimester, Third, Toxemia, Amniocentesis, Infant, Small for Gestational Age, Amnioscopy, Pregnancy, Ectopic, Fetomaternal Transfusion,,
NCT00928447, Drug Hypersensitivity, Dexatrim, Cetacaine, Drug-Related Side Effects and Adverse Reactions, Hematologic Agents, Drug Evaluation, Treatment Effectiveness, Desonide, Systemic Enzyme Therapy, Neumega,,,,,,
NCT00929331, Influenza Vaccines, Revaccination, Hepatitis A Vaccines, Zostavax, HIV Seropositivity, Centers for Disease Control and Prevention (U.S.), Diphtheria Toxoid, Drug-Related Side Effects and Adverse Reactions, Diphtheria-Tetanus-Pertussis Vaccine, rintatolimod,,,,,,
NCT00931203, Multicenter Study, Clinical Trials, Phase I as Topic, Liver Function Tests, Carcinoma in Situ, Chemoradiotherapy, Adjuvant, Prophylactic Mastectomy, Concurrent Chemoradiotherapy, Systemic Enzyme Therapy, Radiation Sickness, Clinical Trials, Randomized,,,
NCT00931554, Liver Function Tests, Blood Loss, Surgical, Pancreaticojejunostomy, Pancreaticoduodenectomy, Operative Time, Hemorrhoidectomy, Lymphocele, Postoperative Complications, Cardiovascular Surgical Procedures, Pulmonary Surgical Procedures,,,,,
NCT00931788, Drug Therapy, Blood Pressure Determination, Nonrespondents, Hypoglycemic Agents, Cardiovascular Agents, Deprescribing, Primary Prevention, Prescribing Patterns, Physician, Long-Term Care, Drug Evaluation,,,,,
NCT00934752, Myocardial Revascularization, Atherectomy, Clinical Research Protocol, Coronary Artery Bypass, pegnivacogin, Percutaneous Coronary Intervention, Revasc, Carotid Stenosis, Coronary Restenosis, Cerebral Arterial Diseases,,,,,,
NCT00936442, Clinical Trials, Phase IV as Topic, Drug Evaluation, Clinical Research Protocol, Drug Approval Process, Drug Labeling, Treatment Effectiveness, Drug Substitution, Deprescribing, Drug Utilization Review, Drug-Related Side Effects and Adverse Reactions,,,,,
NCT00937040, Outcome Measures, Nonrespondents, Behavior Rating Scale, Outcome Assessment (Health Care), Healthy Volunteers, Clinical Investigators, Outcome Studies, Polysomnography, Catastrophization, Randomized Response Technique,,,,,,
NCT00939159, Drug-Related Side Effects and Adverse Reactions, Neumega, Drug Evaluation, Drug Administration Schedule, Hematologic Agents, Leukopenia, Standard of Care, Drug Toxicity, drisapersen, Clinical Trials, Phase I as Topic,,,,,
NCT00939432, Nonrespondents, Clinical Research Protocol, Drug Evaluation, Disability Evaluation, Outcome Measures, Episode of Care, Randomized Response Technique, Clinic Activities, Age Reporting, Health Care Seeking Behavior,,,,,,
NCT00942266, Levoleucovorin, Altretamine, Clinical Trials, Phase I as Topic, CRLX101, Drug Toxicity, ombrabulin, Drug Administration Schedule, Systemic Enzyme Therapy, Drug Evaluation, Alkeran,,,,,
NCT00884052, Drug Evaluation, Hematologic Agents, Chronopharmacokinetics, Drug Administration Schedule, Drug-Related Side Effects and Adverse Reactions, Protropin, Respiratory Therapy, Overmedication, Clinical Trials, Phase IV as Topic, Jaundice, Neonatal,,,,
NCT00888758, Percutaneous Coronary Intervention, Rotational Atherectomy, Angioplasty, Balloon, Coronary, Coronary Restenosis, Myocardial Revascularization, Angiomax, Atherectomy, Drug-Eluting Stents, Revasc, ABT-578,,,,
NCT00890929, Revlimid, Leukopenia, Clinical Trials, Phase I as Topic, Drug-Related Side Effects and Adverse Reactions, Drug Toxicity, Alkeran, Neumega, BFM-79 protocol, Berlin-Frankfort-Munster protocol, Systemic Enzyme Therapy,,,,,
NCT00893932, Blood Gas Analysis, Organ Failure Scores, Overnutrition, Organ Dysfunction Scores, Hypotension, Preexisting Condition Coverage, Weight Loss, Intravenous Feeding, Respiratory Therapy, Vital Capacity,,,,,,
NCT00894517, Semen Analysis, Oligospermia, Azoospermia, Asthenozoospermia, Sperm Motility, Semen Quality, Asymptomatic Inflammatory Prostatitis, Teratozoospermia, Hematologic Agents, Aspermia,,,,,,
NCT00896571, Use-Effectiveness, Drug Approval Process, MPA-E2C, Drug Labeling, Drug Evaluation, Contraceptives, Postcoital, Levonorgestrel, Omnitrope, Clinical Trials, Phase IV as Topic, Drug Packaging,,,,
NCT00898313, Sputum, Hematologic Agents, Therapeutics, Cytological Techniques, Cytodiagnosis, Point-of-Care Systems, Blood Specimen Collection, Liver Function Tests, Asymptomatic Diseases, Clinical Research Protocol,,,,,,
NCT00901719, VS-105, Hypotension, Total Peripheral Resistance, Prorenin, Vasodilator Agents, Nitroglycerin, ecadotril, Molsidomine, Cardiac Output, Foridon,,,,,,
NCT00906633, Candidemia, Disseminated Fusariosis, Zygomycosis, Centers for Disease Control and Prevention (U.S.), Fungemia, Lung Diseases, Fungal, Candidiasis, Mucormycosis, Asymptomatic Diseases, Clinical Trials, Phase IV as Topic,,,,
NCT00908219, Clinical Trials, Phase I as Topic, Drug Evaluation, Liver Function Tests, Drug-Related Side Effects and Adverse Reactions, Protropin, Systemic Enzyme Therapy, Manipulation Therapy, Multicenter Study, Clinical Research Protocol, Models, Biological,,,,
NCT00908518, Intraoperative Care, Anesthesia, General, Otorhinolaryngologic Surgical Procedures, Intraoperative Awareness, Intraoperative Period, Anesthesia, Perioperative Period, Cryoanesthesia, Anesthesia, Obstetrical, Cardiovascular Surgical Procedures,,,,
NCT00912223, Hematopoietic Stem Cell Transplantation, Clinical Trials, Phase I as Topic, Disease-Free Survival, Graft vs Leukemia Effect, Cell Transplants, BFM-79 protocol, Berlin-Frankfort-Munster protocol, Transplantation Conditioning, Carcinoma in Situ, Peripheral Blood Stem Cell Transplantation,,,,,
NCT00912613, Clinical Research Protocol, Pragmatic Clinical Trial, Pain Clinics, Personal Medical Records, Medical Records, Protocols, Nursing, Nonrespondents, Clinic Activities, Episode of Care, Vascular Nursing,,,,,
NCT00913211, Healthy Volunteers, Myofeedback, Sensory Motor Performance, Perceptual Motor Performance, Sensorimotor Cortex, Aphasia Tests, Mental Processes, Cognition Disorders, Brainwave Biofeedback, Neurologic Findings,,,,,,
NCT00914082, Infant Welfare, Prenatal Care, Labor Pain, Clinical Research Protocol, Episode of Care, Prenatal Education, Nonrespondents, Infant Care, Counseling, Childbirth Classes,,,,,,
NCT00915239, Revaprazan, Ranitidine, Anti-Ulcer Agents, Gastrointestinal Agents, Movalis, Hypoglycemic Agents, Aspirin, Drug Evaluation, Hypochlorhydria, Histamine H2 Antagonists,,,,,,
NCT00918905, Medical Records, Medication Systems, Episode of Care, Clinical Research Protocol, Electronic Health Records, Personal Medical Records, Visiting Nurses, Clinic Activities, Patient Transition, Nonrespondents,,,,,,
NCT00919867, USL255, Food Interactions, 4-Aminopyridine Sustained Release, Chronopharmacokinetics, edivoxetine, Euphylong, Drug Administration Schedule, IPX066, Metadate, bitopertin,,,,,,
NCT00921453, Clinical Research Protocol, Biochemical Phenomena, Medical Records, Vascular Nursing, Protocols, Nursing, Disability Evaluation, Needs Assessment, Clinical Trials, Phase IV as Topic, Medical Devices, Models, Biological,,,
